recipeVersionId,recipeId,primaryProtein,primaryCarb,eggEquivalentUnits,dairyOccurrence,dairyCodes,plantProteinMain,pastaRicePrimary,avocadoG,ingredientCodes
base:recipe-version:v6c1-patata-dolce-e-kefir:14f611a2944d2b68,base:recipe:v6c1-patata-dolce-e-kefir,,potato,0,false,,false,false,0,patata_dolce|kefir
base:recipe-version:v6c1-patata-dolce-e-semi-di-zucca:e32be57165e60e80,base:recipe:v6c1-patata-dolce-e-semi-di-zucca,,potato,0,false,,false,false,0,patata_dolce|semi_zucca
base:recipe-version:v6c1-polenta-con-sgombro-e-indivia:e44379550f5a38f1,base:recipe:v6c1-polenta-con-sgombro-e-indivia,fish,other_grains,0,false,,false,false,0,polenta|sgombro|indivia|olio
base:recipe-version:v6c1-riso-basmati-con-polpo-e-indivia:00b3852349159a09,base:recipe:v6c1-riso-basmati-con-polpo-e-indivia,fish,rice,0,false,,false,true,0,riso_basmati|polpo|indivia|olio
base:recipe-version:v6c1-riso-con-coniglio-e-rape:de7d2b1f2131217f,base:recipe:v6c1-riso-con-coniglio-e-rape,red_meat,rice,0,false,,false,true,0,riso_basmati|coniglio|rapa|olio
base:recipe-version:v6c1-riso-con-cozze-e-barbabietola:a9cefb34abd4e945,base:recipe:v6c1-riso-con-cozze-e-barbabietola,fish,rice,0,false,,false,true,0,riso_basmati|cozze|barbabietola|olio
base:recipe-version:v6c1-riso-e-borlotti-con-indivia:aa4051bed67a6bc8,base:recipe:v6c1-riso-e-borlotti-con-indivia,legumes,rice,0,false,,true,true,0,riso_jasmine|borlotti|indivia|olio
base:recipe-version:v6c1-riso-e-cannellini-con-barbabietola:54caede65915d2ea,base:recipe:v6c1-riso-e-cannellini-con-barbabietola,legumes,rice,0,false,,true,true,0,riso_basmati|cannellini|barbabietola|olio
base:recipe-version:v6c1-riso-e-fave-con-carciofi:00ffeb06ba3d21ab,base:recipe:v6c1-riso-e-fave-con-carciofi,legumes,rice,0,false,,true,true,0,riso_basmati|fave|carciofo|olio
base:recipe-version:v6c1-riso-e-lenticchie-con-rape:7594538d9a2b61b2,base:recipe:v6c1-riso-e-lenticchie-con-rape,legumes,rice,0,false,,true,true,0,riso_integrale|lenticchie|rapa|olio
base:recipe-version:v6c1-riso-jasmine-con-polpo-e-barbabietola:deb298f3c39c8909,base:recipe:v6c1-riso-jasmine-con-polpo-e-barbabietola,fish,rice,0,false,,false,true,0,riso_jasmine|polpo|barbabietola|olio
base:recipe-version:v6c1-riso-jasmine-con-trota-e-cicoria:88f5e194d1b4867e,base:recipe:v6c1-riso-jasmine-con-trota-e-cicoria,fish,rice,0,false,,false,true,0,riso_jasmine|trota|cicoria|olio
base:recipe-version:v6c1-semolino-con-castagne-melagrana-e-semi-di-zucca:e75183b921f6b48d,base:recipe:v6c1-semolino-con-castagne-melagrana-e-semi-di-zucca,,other_grains,0,false,,false,false,0,semolino|castagna|melagrana|semi_zucca
base:recipe-version:v6c1-tortilla-con-cannellini-mais-e-indivia:2fdd8eab0c7170df,base:recipe:v6c1-tortilla-con-cannellini-mais-e-indivia,legumes,bread,0,false,,true,false,0,tortilla|cannellini|mais|indivia|olio
base:recipe-version:v6c1-yogurt-avena-kiwi-e-castagne:195fca64a37d4d54,base:recipe:v6c1-yogurt-avena-kiwi-e-castagne,milk_yogurt,other_grains,0,false,,false,false,0,yogurt_bianco|avena|kiwi|castagna
base:recipe-version:v6c1-yogurt-con-cachi-e-fiocchi-di-avena:237be04042ecf908,base:recipe:v6c1-yogurt-con-cachi-e-fiocchi-di-avena,milk_yogurt,other_grains,0,false,,false,false,0,yogurt_bianco|cachi|avena
base:recipe-version:v6c1-yogurt-con-melagrana-e-semi-di-zucca:f2ed6ea5363b33bb,base:recipe:v6c1-yogurt-con-melagrana-e-semi-di-zucca,milk_yogurt,,0,false,,false,false,0,yogurt_bianco|melagrana|semi_zucca
base:recipe-version:v6c1-yogurt-corn-flakes-melagrana-e-semi-di-zucca:2ec0c1d072bf5b4d,base:recipe:v6c1-yogurt-corn-flakes-melagrana-e-semi-di-zucca,milk_yogurt,other_grains,0,false,,false,false,0,yogurt_bianco|cornflakes|melagrana|semi_zucca
base:recipe-version:v6c1-yogurt-e-castagne:e9af9b825d21c0ae,base:recipe:v6c1-yogurt-e-castagne,milk_yogurt,,0,false,,false,false,0,yogurt_bianco|castagna
base:recipe-version:v6c1-yogurt-e-kiwi:145117ab902aaffd,base:recipe:v6c1-yogurt-e-kiwi,milk_yogurt,,0,false,,false,false,0,yogurt_bianco|kiwi
base:recipe-version:v6c2-avocado-al-naturale:eabe49d2e83009d3,base:recipe:v6c2-avocado-al-naturale,,,0,false,,false,false,75,avocado
base:recipe-version:v6c2-avocado-con-crackers-abbondanti:feea168c53f0dfea,base:recipe:v6c2-avocado-con-crackers-abbondanti,,crackers_rusks_cakes,0,false,,false,false,75,avocado|crackers
base:recipe-version:v6c2-avocado-con-fette-biscottate-abbondanti:39763081735c2946,base:recipe:v6c2-avocado-con-fette-biscottate-abbondanti,,crackers_rusks_cakes,0,false,,false,false,75,avocado|fette_bianche
base:recipe-version:v6c2-avocado-con-mais-abbondante:9e1b9942d43aba39,base:recipe:v6c2-avocado-con-mais-abbondante,,,0,false,,false,false,75,avocado|mais
base:recipe-version:v6c2-avocado-con-pane-abbondante:b9c9fa6f82b06bb4,base:recipe:v6c2-avocado-con-pane-abbondante,,bread,0,false,,false,false,75,avocado|pane_bianco
base:recipe-version:v6c2-avocado-con-semi-di-zucca-abbondanti:71e47d35b5a41304,base:recipe:v6c2-avocado-con-semi-di-zucca-abbondanti,,,0,false,,false,false,75,avocado|semi_zucca
base:recipe-version:v6c2-avocado-con-tortilla-intera-piccola:8161e362e725a166,base:recipe:v6c2-avocado-con-tortilla-intera-piccola,,bread,0,false,,false,false,75,avocado|tortilla
base:recipe-version:v6c2-avocado-e-crackers:6b5a74f39c765a73,base:recipe:v6c2-avocado-e-crackers,,,0,false,,false,false,75,avocado|crackers
base:recipe-version:v6c2-avocado-e-crackers-croccanti:cecdf90a15d127f4,base:recipe:v6c2-avocado-e-crackers-croccanti,,crackers_rusks_cakes,0,false,,false,false,75,avocado|crackers
base:recipe-version:v6c2-avocado-e-fette-biscottate:6b5487a8a25dc1ff,base:recipe:v6c2-avocado-e-fette-biscottate,,,0,false,,false,false,75,avocado|fette_bianche
base:recipe-version:v6c2-avocado-e-galletta-di-riso:248d1aee9942d246,base:recipe:v6c2-avocado-e-galletta-di-riso,,,0,false,,false,false,75,avocado|gallette_riso
base:recipe-version:v6c2-avocado-e-mais:b8722d64838f4190,base:recipe:v6c2-avocado-e-mais,,,0,false,,false,false,75,avocado|mais
base:recipe-version:v6c2-avocado-e-pane-bianco:8b1a80011e51dd63,base:recipe:v6c2-avocado-e-pane-bianco,,,0,false,,false,false,75,avocado|pane_bianco
base:recipe-version:v6c2-avocado-e-pane-tostato:46129f4658ce4a20,base:recipe:v6c2-avocado-e-pane-tostato,,bread,0,false,,false,false,75,avocado|pane_bianco
base:recipe-version:v6c2-avocado-e-semi-di-zucca:ff2dbe75c695d0c6,base:recipe:v6c2-avocado-e-semi-di-zucca,,,0,false,,false,false,75,avocado|semi_zucca
base:recipe-version:v6c2-feta-con-crackers:05710269894aa18a,base:recipe:v6c2-feta-con-crackers,cheese,,0,true,feta,false,false,0,feta|crackers
base:recipe-version:v6c2-feta-con-galletta-di-riso:afc69dea249eda0a,base:recipe:v6c2-feta-con-galletta-di-riso,cheese,crackers_rusks_cakes,0,true,feta,false,false,0,feta|gallette_riso
base:recipe-version:v6c2-feta-con-pane-abbondante:f25d2ea84e30773f,base:recipe:v6c2-feta-con-pane-abbondante,cheese,bread,0,true,feta,false,false,0,feta|pane_bianco
base:recipe-version:v6c2-feta-semplice:5513deb7b27ee2a0,base:recipe:v6c2-feta-semplice,cheese,,0,true,feta,false,false,0,feta
base:recipe-version:v6c2-fiocchi-di-latte-con-crackers:552b945c2f8f6678,base:recipe:v6c2-fiocchi-di-latte-con-crackers,cheese,,0,true,fiocchi_latte,false,false,0,fiocchi_latte|crackers
base:recipe-version:v6c2-fiocchi-di-latte-con-crackers-abbondanti:2661e59105859857,base:recipe:v6c2-fiocchi-di-latte-con-crackers-abbondanti,cheese,crackers_rusks_cakes,0,true,fiocchi_latte,false,false,0,fiocchi_latte|crackers
base:recipe-version:v6c2-fiocchi-di-latte-con-galletta-di-riso:1675936b6abe57be,base:recipe:v6c2-fiocchi-di-latte-con-galletta-di-riso,cheese,crackers_rusks_cakes,0,true,fiocchi_latte,false,false,0,fiocchi_latte|gallette_riso
base:recipe-version:v6c2-fiocchi-di-latte-con-gallette-abbondanti:90d885d2e98142e3,base:recipe:v6c2-fiocchi-di-latte-con-gallette-abbondanti,cheese,crackers_rusks_cakes,0,true,fiocchi_latte,false,false,0,fiocchi_latte|gallette_riso
base:recipe-version:v6c2-fiocchi-di-latte-con-pane-bianco:be99266605a23e16,base:recipe:v6c2-fiocchi-di-latte-con-pane-bianco,cheese,,0,true,fiocchi_latte,false,false,0,fiocchi_latte|pane_bianco
base:recipe-version:v6c2-grana-con-crackers-abbondanti:1eada403551dc1c5,base:recipe:v6c2-grana-con-crackers-abbondanti,cheese,crackers_rusks_cakes,0,true,grana,false,false,0,grana|crackers
base:recipe-version:v6c2-grana-con-fette-biscottate-abbondanti:8833642773e097cb,base:recipe:v6c2-grana-con-fette-biscottate-abbondanti,cheese,crackers_rusks_cakes,0,true,grana,false,false,0,grana|fette_bianche
base:recipe-version:v6c2-grana-con-gallette-abbondanti:f8496cb5ed817ead,base:recipe:v6c2-grana-con-gallette-abbondanti,cheese,crackers_rusks_cakes,0,true,grana,false,false,0,grana|gallette_riso
base:recipe-version:v6c2-grana-con-pane-abbondante:53d38e3325371482,base:recipe:v6c2-grana-con-pane-abbondante,cheese,bread,0,true,grana,false,false,0,grana|pane_bianco
base:recipe-version:v6c2-grana-con-pane-molto-abbondante:c0199a32026f85f0,base:recipe:v6c2-grana-con-pane-molto-abbondante,cheese,bread,0,true,grana,false,false,0,grana|pane_bianco
base:recipe-version:v6c2-grana-e-crackers:7eb31a345ed3150c,base:recipe:v6c2-grana-e-crackers,cheese,,0,true,grana,false,false,0,grana|crackers
base:recipe-version:v6c2-grana-e-fette-biscottate:5c498f21b016ea79,base:recipe:v6c2-grana-e-fette-biscottate,cheese,crackers_rusks_cakes,0,true,grana,false,false,0,grana|fette_bianche
base:recipe-version:v6c2-grana-e-gallette-di-riso:85526aa12792e07e,base:recipe:v6c2-grana-e-gallette-di-riso,cheese,crackers_rusks_cakes,0,true,grana,false,false,0,grana|gallette_riso
base:recipe-version:v6c2-grana-e-pane-bianco:53c4748a839dee4a,base:recipe:v6c2-grana-e-pane-bianco,cheese,bread,0,true,grana,false,false,0,grana|pane_bianco
base:recipe-version:v6c2-mozzarella-con-crackers:4b78253aee755078,base:recipe:v6c2-mozzarella-con-crackers,cheese,,0,true,mozzarella,false,false,0,mozzarella|crackers
base:recipe-version:v6c2-mozzarella-con-galletta-di-riso:50c75eb5eac1cecf,base:recipe:v6c2-mozzarella-con-galletta-di-riso,cheese,crackers_rusks_cakes,0,true,mozzarella,false,false,0,mozzarella|gallette_riso
base:recipe-version:v6c2-mozzarella-con-gallette-abbondanti:f445fb711a2ebf0e,base:recipe:v6c2-mozzarella-con-gallette-abbondanti,cheese,crackers_rusks_cakes,0,true,mozzarella,false,false,0,mozzarella|gallette_riso
base:recipe-version:v6c2-mozzarella-con-pane-abbondante:e4fe9ae2e7406eb6,base:recipe:v6c2-mozzarella-con-pane-abbondante,cheese,bread,0,true,mozzarella,false,false,0,mozzarella|pane_bianco
base:recipe-version:v6c2-mozzarella-semplice:82d2f49b8c9e55d8,base:recipe:v6c2-mozzarella-semplice,cheese,,0,true,mozzarella,false,false,0,mozzarella
base:recipe-version:v6c2-primosale-con-crackers-abbondanti:68547b08b3d66260,base:recipe:v6c2-primosale-con-crackers-abbondanti,cheese,crackers_rusks_cakes,0,true,primosale,false,false,0,primosale|crackers
base:recipe-version:v6c2-primosale-con-galletta-di-riso:640302f412930234,base:recipe:v6c2-primosale-con-galletta-di-riso,cheese,crackers_rusks_cakes,0,true,primosale,false,false,0,primosale|gallette_riso
base:recipe-version:v6c2-primosale-con-gallette-abbondanti:fc4377283f212585,base:recipe:v6c2-primosale-con-gallette-abbondanti,cheese,crackers_rusks_cakes,0,true,primosale,false,false,0,primosale|gallette_riso
base:recipe-version:v6c2-primosale-con-pane-abbondante:ac142f7636213b57,base:recipe:v6c2-primosale-con-pane-abbondante,cheese,bread,0,true,primosale,false,false,0,primosale|pane_bianco
base:recipe-version:v6c2-primosale-con-pane-bianco:700fc3cf84e15631,base:recipe:v6c2-primosale-con-pane-bianco,cheese,,0,true,primosale,false,false,0,primosale|pane_bianco
base:recipe-version:v6c2-primosale-semplice:0dccf00baa53ce07,base:recipe:v6c2-primosale-semplice,cheese,,0,true,primosale,false,false,0,primosale
base:recipe-version:v6c2-ricotta-con-crackers:51c278defaf696de,base:recipe:v6c2-ricotta-con-crackers,cheese,,0,true,ricotta,false,false,0,ricotta|crackers
base:recipe-version:v6c2-ricotta-con-crackers-abbondanti:26b449975ebb0e94,base:recipe:v6c2-ricotta-con-crackers-abbondanti,cheese,crackers_rusks_cakes,0,true,ricotta,false,false,0,ricotta|crackers
base:recipe-version:v6c2-ricotta-con-galletta-di-riso:4e0ebfc2d8cc1474,base:recipe:v6c2-ricotta-con-galletta-di-riso,cheese,crackers_rusks_cakes,0,true,ricotta,false,false,0,ricotta|gallette_riso
base:recipe-version:v6c2-ricotta-con-gallette-abbondanti:018783f88a7f33c2,base:recipe:v6c2-ricotta-con-gallette-abbondanti,cheese,crackers_rusks_cakes,0,true,ricotta,false,false,0,ricotta|gallette_riso
base:recipe-version:v6c2-ricotta-con-pane-abbondante:1f891d2b60dba5c0,base:recipe:v6c2-ricotta-con-pane-abbondante,cheese,bread,0,true,ricotta,false,false,0,ricotta|pane_bianco
base:recipe-version:v6c2-ricotta-con-pane-bianco:d5f41012e85e06a1,base:recipe:v6c2-ricotta-con-pane-bianco,cheese,,0,true,ricotta,false,false,0,ricotta|pane_bianco
base:recipe-version:v6c2-ricotta-semplice:97a8ba620aa6961e,base:recipe:v6c2-ricotta-semplice,cheese,,0,true,ricotta,false,false,0,ricotta
base:recipe-version:v6c2-robiola-con-crackers:376aa16275b030a9,base:recipe:v6c2-robiola-con-crackers,cheese,,0,true,robiola,false,false,0,robiola|crackers
base:recipe-version:v6c2-robiola-con-galletta-di-riso:e165738f978b03ba,base:recipe:v6c2-robiola-con-galletta-di-riso,cheese,crackers_rusks_cakes,0,true,robiola,false,false,0,robiola|gallette_riso
base:recipe-version:v6c2-robiola-con-gallette-abbondanti:fd895edf303cbd06,base:recipe:v6c2-robiola-con-gallette-abbondanti,cheese,crackers_rusks_cakes,0,true,robiola,false,false,0,robiola|gallette_riso
base:recipe-version:v6c2-robiola-con-pane-abbondante:5cd244729111726e,base:recipe:v6c2-robiola-con-pane-abbondante,cheese,bread,0,true,robiola,false,false,0,robiola|pane_bianco
base:recipe-version:v6c2-robiola-semplice:2c97f7f0d14c4915,base:recipe:v6c2-robiola-semplice,cheese,,0,true,robiola,false,false,0,robiola
base:recipe-version:yogurt-bianco-corn-flakes-e-banana:6ba3d2479e91774a,base:recipe:yogurt-bianco-corn-flakes-e-banana,milk_yogurt,other_grains,0,false,,false,false,0,yogurt_bianco|cornflakes|banana|mandorle
base:recipe-version:yogurt-bianco-corn-flakes-e-frutta:bfd6dccd07b87561,base:recipe:yogurt-bianco-corn-flakes-e-frutta,milk_yogurt,other_grains,0,false,,false,false,0,yogurt_bianco|cornflakes|banana
base:recipe-version:yogurt-bianco-corn-flakes-e-frutta:c0ae1fc279e4587a,base:recipe:yogurt-bianco-corn-flakes-e-frutta,milk_yogurt,other_grains,0,false,,false,false,0,yogurt_bianco|cornflakes|mandarino
base:recipe-version:yogurt-bianco-corn-flakes-e-frutta:db08b69389ae404c,base:recipe:yogurt-bianco-corn-flakes-e-frutta,milk_yogurt,other_grains,0,false,,false,false,0,yogurt_bianco|cornflakes|arancia
base:recipe-version:yogurt-bianco-e-banana:047824242ce72a93,base:recipe:yogurt-bianco-e-banana,milk_yogurt,,0,false,,false,false,0,yogurt_bianco|banana
