giorno,mese,turno,pasto,nome_ricetta,kcal,ingredienti_principali,uova_albume,latticini_conteggiati,tipo_latticino,avocado,proteine_g,fibre_g,modificato_vs_c1
77,Novembre,D2,Colazione,Porridge piccolo con frutta cotta,340.4,latte parzialmente scremato | banana | fiocchi d'avena,NO,NO,,NO,13.4,6.4,NO
77,Novembre,D2,Pranzo,Tacchino con pane bianco e zucca,451.7,zucca | petto di tacchino | pane integrale,NO,NO,,NO,40.2,6.1,NO
77,Novembre,D2,Pasto preturno,Pollo con patate e funghi,413.9,patate | funghi | petto di pollo,NO,NO,,NO,39.9,6.6,NO
77,Novembre,D2,Spuntino notturno,Crackers con crema semplice di cannellini,183.7,cannellini cotti e sgocciolati | crackers classici,NO,NO,,NO,7.5,4.6,NO
77,Novembre,D2,Spuntino notturno,Castagne in porzione piccola,140.0,castagne arrostite,NO,NO,,NO,2.1,3.5,NO
77,Novembre,D2,Mini-pasto pre-sonno,Latte e gallette di riso,161.7,latte parzialmente scremato | gallette di riso,NO,NO,,NO,8.0,0.7,NO
78,Novembre,D3,Brunch,Pasta e lenticchie con carote,427.5,carote | lenticchie cotte e sgocciolate | pasta secca,NO,NO,,NO,16.0,11.3,NO
78,Novembre,D3,Spuntino,Ricotta con crackers abbondanti,311.5,ricotta vaccina | crackers classici,NO,SI,ricotta,NO,13.7,0.9,SI
78,Novembre,D3,Cena,"Brunch completo con polenta, manzo e broccoli",724.4,manzo magro | broccoli | farina di mais per polenta,NO,NO,,NO,45.2,7.4,NO
79,Novembre,D4,Colazione,"Yogurt bianco, corn flakes e banana",337.4,yogurt bianco naturale | banana | fiocchi di mais semplici,NO,NO,,NO,10.6,4.3,NO
79,Novembre,D4,Spuntino,Arancia e semi di zucca,126.4,arancia | semi di zucca,NO,NO,,NO,4.3,4.2,NO
79,Novembre,D4,Pranzo,Riso jasmine con polpo e barbabietola,497.2,polpo | barbabietola | riso jasmine secco,NO,NO,,NO,32.8,4.8,NO
79,Novembre,D4,Spuntino,Avocado e crackers,200.0,avocado fresco | crackers classici,NO,NO,,SI,3.8,2.6,SI
79,Novembre,D4,Cena,Couscous marocchino delicato con tacchino e bietole,487.7,bietole | petto di tacchino | cavolfiore,NO,NO,,NO,39.9,6.7,NO
80,Novembre,D5,Colazione,Gallette di riso con burro di arachidi e banana,281.4,banana | gallette di riso | burro di arachidi 100%,NO,NO,,NO,7.3,4.2,NO
80,Novembre,D5,Spuntino,Frutta in porzione piccola,61.0,kiwi,NO,NO,,NO,1.1,3.0,NO
80,Novembre,D5,Pranzo,Riso e lenticchie con rape,419.1,rape | lenticchie cotte e sgocciolate | riso integrale secco,NO,NO,,NO,12.5,10.6,NO
80,Novembre,D5,Spuntino,Kefir piccolo,66.0,kefir naturale,NO,NO,,NO,4.2,0.0,NO
80,Novembre,D5,Cena,Pollo con patate e spinaci,754.9,patate | spinaci | petto di pollo,NO,NO,,NO,50.4,12.3,NO
81,Novembre,D1,Colazione,Ricotta con gallette abbondanti,317.9,ricotta vaccina | gallette di riso,NO,SI,ricotta,NO,13.8,1.4,SI
81,Novembre,D1,Spuntino,Kiwi e semi di zucca,158.6,kiwi | semi di zucca,NO,NO,,NO,5.2,5.2,NO
81,Novembre,D1,Pranzo,Couscous con maiale e rape,523.8,rape | filetto di maiale | couscous di semola secco,NO,NO,,NO,37.8,4.7,NO
81,Novembre,D1,Spuntino,Kefir e frutta,156.6,kefir naturale | pera,NO,NO,,NO,5.8,4.0,NO
81,Novembre,D1,Cena,Pasta con polpo e cavolo cappuccio,468.2,polpo | cavolo cappuccio | pasta secca,NO,NO,,NO,35.6,5.7,NO
82,Novembre,D2,Colazione,"Uova strapazzate, pane bianco e frutta",368.0,pera | uovo | spinaci ben cotti,SI,NO,,NO,19.7,7.1,SI
82,Novembre,D2,Pranzo,Pasta e lenticchie con cavolo nero,427.3,cavolo nero | lenticchie cotte e sgocciolate | pasta secca,NO,NO,,NO,19.2,11.6,NO
82,Novembre,D2,Pasto preturno,Pane integrale con pollo e zucca arrosto,432.2,zucca | petto di pollo | pane integrale,NO,NO,,NO,32.8,6.7,NO
82,Novembre,D2,Spuntino notturno,Mandarini e pistacchi,146.9,mandarini o clementine | pistacchi non salati,NO,NO,,NO,3.6,3.9,NO
82,Novembre,D2,Spuntino notturno,Avocado e fette biscottate,211.3,avocado fresco | fette biscottate classiche,NO,NO,,SI,4.1,2.7,SI
82,Novembre,D2,Mini-pasto pre-sonno,Frutta e mandorle,120.4,pera | mandorle,NO,NO,,NO,2.2,5.0,NO
83,Novembre,D3,Brunch,"Brunch con couscous, sardine e indivia",705.5,indivia | sardine | couscous di semola secco,NO,NO,,NO,43.4,7.5,NO
83,Novembre,D3,Spuntino,Grana con fette biscottate abbondanti,284.0,fette biscottate classiche | Grana Padano o Parmigiano,NO,SI,grana,NO,12.8,1.4,SI
83,Novembre,D3,Cena,Riso basmati con polpo e indivia,476.6,polpo | indivia | riso basmati secco,NO,NO,,NO,31.6,5.7,NO
84,Novembre,D4,Colazione,French toast delicato con frutta,359.6,pera | latte parzialmente scremato | pane bianco comune,SI,NO,,NO,14.6,5.7,SI
84,Novembre,D4,Spuntino,Frutta e nocciole,134.2,cachi | nocciole,NO,NO,,NO,1.9,5.1,NO
84,Novembre,D4,Pranzo,Gnocchi con lupini e cavoletti,440.3,gnocchi di patate | cavoletti di Bruxelles | lupini scolati,NO,NO,,NO,18.3,8.9,NO
84,Novembre,D4,Spuntino,Latte e frutta,143.9,latte parzialmente scremato | arancia,NO,NO,,NO,7.1,3.1,NO
84,Novembre,D4,Cena,Gnocchi con maiale e cicoria,526.5,gnocchi di patate | filetto di maiale | cicoria,NO,NO,,NO,34.4,7.6,NO
85,Novembre,D5,Colazione,"Latte, corn flakes, kiwi e semi di zucca",390.9,latte parzialmente scremato | kiwi | fiocchi di mais semplici,NO,NO,,NO,14.7,5.5,NO
85,Novembre,D5,Spuntino,Yogurt bianco e banana,158.8,yogurt bianco naturale | banana,NO,NO,,NO,6.0,2.3,NO
85,Novembre,D5,Pranzo,Pasta e cannellini con carciofi,428.9,carciofi | cannellini cotti e sgocciolati | pasta secca,NO,NO,,NO,17.6,11.6,NO
85,Novembre,D5,Spuntino,Ricotta con crackers,204.0,ricotta vaccina | crackers classici,NO,SI,ricotta,NO,11.4,0.1,SI
85,Novembre,D5,Cena,Tacchino con pane bianco e cavolfiore,442.4,cavolfiore | petto di tacchino | pane integrale,NO,NO,,NO,41.2,8.2,NO
86,Novembre,D1,Colazione,"Yogurt, avena, kiwi e castagne",415.9,yogurt bianco naturale | kiwi | fiocchi d'avena,NO,NO,,NO,16.1,9.8,NO
86,Novembre,D1,Spuntino,Mini panino bianco con bresaola,132.8,pane integrale | bresaola,NO,NO,,NO,12.8,2.3,NO
86,Novembre,D1,Pranzo,Merluzzo con patate e cavolfiore,399.3,patate | merluzzo | cavolfiore,NO,NO,,NO,37.9,7.8,NO
86,Novembre,D1,Spuntino,Avocado con mais abbondante,230.1,avocado fresco | mais dolce sgocciolato,NO,NO,,SI,5.3,4.1,SI
86,Novembre,D1,Cena,Tacchino con riso basmati e bietole,434.9,bietole | petto di tacchino | riso basmati secco,NO,NO,,NO,38.8,3.7,NO
87,Novembre,D2,Colazione,"Yogurt, kiwi e noci",258.8,yogurt bianco naturale | kiwi | noci,NO,NO,,NO,9.9,4.4,NO
87,Novembre,D2,Pranzo,Pollo con patate e carciofi,435.9,patate | carciofi | petto di pollo,NO,NO,,NO,39.2,12.9,NO
87,Novembre,D2,Pasto preturno,Riso jasmine con piselli e carciofi,424.0,piselli cotti | carciofi | riso jasmine secco,NO,NO,,NO,13.7,11.5,NO
87,Novembre,D2,Spuntino notturno,Mini panino con tacchino a fette,140.0,fesa di tacchino a fette | pane bianco comune,NO,NO,,NO,12.0,0.9,NO
87,Novembre,D2,Spuntino notturno,Latte e gallette di riso,161.7,latte parzialmente scremato | gallette di riso,NO,NO,,NO,8.0,0.7,NO
87,Novembre,D2,Mini-pasto pre-sonno,Pane di segale con sardine e radicchio,286.1,sardine | radicchio | pane di segale,NO,NO,,NO,24.4,3.0,NO
88,Novembre,D3,Brunch,"Brunch completo con farro, manzo e radicchio",687.9,manzo magro | radicchio | farro secco,NO,NO,,NO,50.1,8.3,NO
88,Novembre,D3,Spuntino,Ricotta con pane abbondante,288.5,ricotta vaccina | pane bianco comune,NO,SI,ricotta,NO,14.4,1.1,SI
88,Novembre,D3,Cena,Pasta con salmone e porro,502.6,porro | salmone | pasta secca,NO,NO,,NO,26.6,3.8,NO
89,Novembre,D4,Colazione,Avocado e crackers croccanti,243.0,avocado fresco | crackers classici,NO,NO,,SI,4.7,2.9,SI
89,Novembre,D4,Spuntino,Mini tortilla con cannellini e radicchio,207.7,radicchio | cannellini cotti e sgocciolati | tortilla di frumento,NO,NO,,NO,8.8,5.3,NO
89,Novembre,D4,Pranzo,Pasta e piselli con porro,445.5,piselli cotti | porro | pasta secca,NO,NO,,NO,15.8,10.3,NO
89,Novembre,D4,Spuntino,Mini tortilla con lupini e indivia,199.7,indivia | lupini scolati | tortilla di frumento,NO,NO,,NO,12.6,4.6,NO
89,Novembre,D4,Cena,Polenta con sgombro e indivia,506.7,indivia | sgombro | farina di mais per polenta,NO,NO,,NO,25.6,6.4,NO
90,Novembre,D5,Colazione,Grana con pane molto abbondante,285.0,pane bianco comune | Grana Padano o Parmigiano,NO,SI,grana,NO,14.2,1.9,SI
90,Novembre,D5,Spuntino,Frutta in porzione piccola,61.0,kiwi,NO,NO,,NO,1.1,3.0,NO
90,Novembre,D5,Pranzo,Riso jasmine con trota e cicoria,503.1,cicoria | trota | riso jasmine secco,NO,NO,,NO,31.9,6.2,NO
90,Novembre,D5,Spuntino,Kefir piccolo,66.0,kefir naturale,NO,NO,,NO,4.2,0.0,NO
90,Novembre,D5,Cena,"Brunch con polenta, manzo e cicoria",707.9,manzo magro | cicoria | farina di mais per polenta,NO,NO,,NO,43.5,9.5,NO
91,Dicembre,D1,Colazione,Semolino al latte con frutta,341.5,latte parzialmente scremato | pera | semolino di frumento,NO,NO,,NO,12.7,6.0,NO
91,Dicembre,D1,Spuntino,Kefir e fette classiche,161.8,kefir naturale | fette biscottate classiche,NO,NO,,NO,7.4,0.5,NO
91,Dicembre,D1,Pranzo,Orzo con cozze e cavoletti,507.0,"cozze, parte edibile | cavoletti di Bruxelles | orzo perlato secco",NO,NO,,NO,34.2,11.2,NO
91,Dicembre,D1,Spuntino,Arancia e semi di zucca,126.4,arancia | semi di zucca,NO,NO,,NO,4.3,4.2,NO
91,Dicembre,D1,Cena,Orzo con maiale e cavoletti,538.1,cavoletti di Bruxelles | filetto di maiale | orzo perlato secco,NO,NO,,NO,41.2,11.2,NO
92,Dicembre,D2,Colazione,Porridge piccolo con frutta cotta,307.7,latte parzialmente scremato | pera | fiocchi d'avena,NO,NO,,NO,12.6,7.3,NO
92,Dicembre,D2,Pranzo,Pasta e cannellini con cavolfiore,432.9,cavolfiore | cannellini cotti e sgocciolati | pasta secca,NO,NO,,NO,18.1,10.3,NO
92,Dicembre,D2,Pasto preturno,Orzo con tacchino e zucca,428.5,zucca | petto di tacchino | orzo perlato secco,NO,NO,,NO,32.9,6.2,NO
92,Dicembre,D2,Spuntino notturno,Kiwi e semi di zucca,158.6,kiwi | semi di zucca,NO,NO,,NO,5.2,5.2,NO
92,Dicembre,D2,Spuntino notturno,Robiola con galletta di riso,193.7,robiola | gallette di riso,NO,SI,robiola,NO,5.3,0.4,SI
92,Dicembre,D2,Mini-pasto pre-sonno,Patata dolce e semi di zucca,156.5,patata dolce | semi di zucca,NO,NO,,NO,4.5,4.4,NO
93,Dicembre,D3,Brunch,Brunch: Kofte di tacchino delicati con riso e radicchio,522.6,radicchio | petto di tacchino | mela,NO,NO,,NO,40.6,6.6,NO
93,Dicembre,D3,Spuntino,Avocado e pane tostato,231.5,avocado fresco | pane bianco comune,NO,NO,,SI,5.0,3.0,SI
93,Dicembre,D3,Cena,"Brunch completo con polenta, merluzzo e cavolo nero",708.5,merluzzo | cavolo nero | farina di mais per polenta,NO,NO,,NO,46.4,8.2,NO
94,Dicembre,D4,Colazione,"Latte, avena, kiwi e semi di zucca",405.4,latte parzialmente scremato | kiwi | fiocchi d'avena,NO,NO,,NO,19.2,9.0,NO
94,Dicembre,D4,Spuntino,Pane bianco e uovo sodo,151.0,uovo | pane bianco comune,SI,NO,,NO,8.8,0.8,NO
94,Dicembre,D4,Pranzo,Riso jasmine con ceci e zucca,468.7,zucca | ceci cotti e sgocciolati | riso jasmine secco,NO,NO,,NO,13.7,7.6,NO
94,Dicembre,D4,Spuntino,Kefir e frutta,155.7,kefir naturale | kiwi,NO,NO,,NO,6.6,3.6,NO
94,Dicembre,D4,Cena,Manzo magro con pane bianco e cavolfiore,461.7,cavolfiore | manzo magro | pane integrale,NO,NO,,NO,36.5,8.2,NO
95,Dicembre,D5,Colazione,"Bowl di yogurt, avena, mela e crema di arachidi",364.4,yogurt bianco naturale | mela | fiocchi d'avena,NO,NO,,NO,15.6,7.2,NO
95,Dicembre,D5,Spuntino,Robiola semplice,155.0,robiola,NO,SI,robiola,NO,4.5,0.0,SI
95,Dicembre,D5,Pranzo,Pasta con pollo e radicchio,453.5,radicchio | petto di pollo | pasta secca,NO,NO,,NO,33.9,3.5,NO
95,Dicembre,D5,Spuntino,Mini tortilla con tonno e indivia,203.8,tonno al naturale sgocciolato | indivia | tortilla di frumento,NO,NO,,NO,19.6,3.1,NO
95,Dicembre,D5,Cena,Filetto di maiale con polenta e carote,474.7,carote | filetto di maiale | farina di mais per polenta,NO,NO,,NO,33.8,6.6,NO
96,Dicembre,D1,Colazione,"Yogurt, banana e mandorle",282.9,yogurt bianco naturale | banana | mandorle,NO,NO,,NO,11.1,4.5,NO
96,Dicembre,D1,Spuntino,Avocado e mais,204.3,avocado fresco | mais dolce sgocciolato,NO,NO,,SI,4.3,3.3,SI
96,Dicembre,D1,Pranzo,Pasta integrale con lupini e zucca,399.4,zucca | lupini scolati | pasta integrale secca,NO,NO,,NO,20.4,7.6,NO
96,Dicembre,D1,Spuntino,Gallette di riso con burro di arachidi e banana,281.4,banana | gallette di riso | burro di arachidi 100%,NO,NO,,NO,7.3,4.2,NO
96,Dicembre,D1,Cena,Couscous con gamberi e broccoli,445.9,broccoli | gamberi | couscous di semola secco,NO,NO,,NO,36.0,5.8,NO
97,Dicembre,D2,Colazione,Grana con crackers abbondanti,293.0,crackers classici | Grana Padano o Parmigiano,NO,SI,grana,NO,12.3,1.4,SI
97,Dicembre,D2,Pranzo,Branzino con polenta e finocchi,399.9,branzino | finocchi | farina di mais per polenta,NO,NO,,NO,36.0,6.2,NO
97,Dicembre,D2,Pasto preturno,Tacchino con riso basmati e cavolfiore,385.0,cavolfiore | petto di tacchino | riso basmati secco,NO,NO,,NO,38.0,3.8,NO
97,Dicembre,D2,Spuntino notturno,Crackers con sardine,190.0,sardine | crackers classici,NO,NO,,NO,14.3,0.6,NO
97,Dicembre,D2,Spuntino notturno,Mini panino con bresaola e carote,204.9,carote | pane bianco comune | bresaola,NO,NO,,NO,15.7,3.5,NO
97,Dicembre,D2,Mini-pasto pre-sonno,Yogurt con frutti di bosco e nocciole,238.7,"yogurt bianco naturale | frutti di bosco, anche surgelati | nocciole",NO,NO,,NO,9.2,6.5,NO
98,Dicembre,D3,Brunch,"Brunch completo con farro, tonno e spinaci",642.3,spinaci | tonno al naturale sgocciolato | farro secco,NO,NO,,NO,56.5,10.7,NO
98,Dicembre,D3,Spuntino,Latte e cachi,139.0,latte parzialmente scremato | cachi,NO,NO,,NO,5.5,3.6,NO
98,Dicembre,D3,Cena,"Brunch completo con orzo, tacchino e zucca",671.9,zucca | petto di tacchino | orzo perlato secco,NO,NO,,NO,49.8,9.9,NO
99,Dicembre,D4,Colazione,Semolino al latte con frutta,336.3,latte parzialmente scremato | mandarini o clementine | semolino di frumento,NO,NO,,NO,13.2,4.3,NO
99,Dicembre,D4,Spuntino,Mini tortilla con lupini e indivia,199.7,indivia | lupini scolati | tortilla di frumento,NO,NO,,NO,12.6,4.6,NO
99,Dicembre,D4,Pranzo,Pasta e lenticchie con cavoletti,411.0,cavoletti di Bruxelles | lenticchie cotte e sgocciolate | pasta secca,NO,NO,,NO,17.5,11.6,NO
99,Dicembre,D4,Spuntino,Mozzarella semplice,156.2,mozzarella vaccina,NO,SI,mozzarella,NO,11.2,0.0,SI
99,Dicembre,D4,Cena,Orzo con cozze e cavoletti,507.0,"cozze, parte edibile | cavoletti di Bruxelles | orzo perlato secco",NO,NO,,NO,34.2,11.2,NO
100,Dicembre,D5,Colazione,Avocado e galletta di riso,209.5,avocado fresco | gallette di riso,NO,NO,,SI,3.9,2.8,SI
100,Dicembre,D5,Spuntino,Kefir piccolo,66.0,kefir naturale,NO,NO,,NO,4.2,0.0,NO
100,Dicembre,D5,Pranzo,Coniglio con riso basmati e finocchi,481.0,finocchi | coniglio disossato | riso basmati secco,NO,NO,,NO,33.5,5.5,NO
100,Dicembre,D5,Spuntino,Mandarini e pistacchi,146.9,mandarini o clementine | pistacchi non salati,NO,NO,,NO,3.6,3.9,NO
100,Dicembre,D5,Cena,"Brunch completo con polenta, manzo e broccoli",724.4,manzo magro | broccoli | farina di mais per polenta,NO,NO,,NO,45.2,7.4,NO
101,Dicembre,D1,Colazione,"Uova strapazzate, pane bianco e frutta",362.8,mandarini o clementine | uovo | spinaci ben cotti,SI,NO,,NO,20.2,5.5,NO
101,Dicembre,D1,Spuntino,Latte e frutta,143.9,latte parzialmente scremato | arancia,NO,NO,,NO,7.1,3.1,NO
101,Dicembre,D1,Pranzo,Salmone nordico con patate e cavolfiore,477.4,patate | cavolfiore | salmone,NO,NO,,NO,32.0,7.0,NO
101,Dicembre,D1,Spuntino,Crackers classici con hummus delicato,197.2,arancia | hummus semplice senza spezie piccanti | crackers classici,NO,NO,,NO,5.1,5.3,NO
101,Dicembre,D1,Cena,Riso jasmine con cannellini e cavolfiore,434.9,cavolfiore | cannellini cotti e sgocciolati | riso jasmine secco,NO,NO,,NO,14.9,9.0,NO
102,Dicembre,D2,Colazione,"Pane integrale, burro di arachidi e banana",323.4,banana | pane integrale | burro di arachidi 100%,NO,NO,,NO,10.4,7.0,NO
102,Dicembre,D2,Pranzo,Couscous con pollo e carote,471.5,carote | petto di pollo | couscous di semola secco,NO,NO,,NO,32.2,6.4,NO
102,Dicembre,D2,Pasto preturno,Pasta con tacchino e spinaci,453.5,spinaci | petto di tacchino | pasta secca,NO,NO,,NO,37.1,5.4,NO
102,Dicembre,D2,Spuntino notturno,Kiwi e semi di zucca,158.6,kiwi | semi di zucca,NO,NO,,NO,5.2,5.2,NO
102,Dicembre,D2,Spuntino notturno,Mozzarella con crackers,177.8,mozzarella vaccina | crackers classici,NO,SI,mozzarella,NO,11.7,0.1,SI
102,Dicembre,D2,Mini-pasto pre-sonno,Frutta e nocciole,134.2,cachi | nocciole,NO,NO,,NO,1.9,5.1,NO
103,Dicembre,D3,Brunch,Pasta e lenticchie con carote,427.5,carote | lenticchie cotte e sgocciolate | pasta secca,NO,NO,,NO,16.0,11.3,NO
103,Dicembre,D3,Spuntino,Avocado con pane abbondante,284.5,avocado fresco | pane bianco comune,NO,NO,,SI,6.7,3.6,SI
103,Dicembre,D3,Cena,"Brunch con gnocchi, maiale e cavoletti",727.4,gnocchi di patate | filetto di maiale | cavoletti di Bruxelles,NO,NO,,NO,46.5,10.5,NO
104,Dicembre,D4,Colazione,Kefir con fette classiche e confettura,365.1,kefir naturale | pera | fette biscottate classiche,NO,NO,,NO,11.1,5.2,NO
104,Dicembre,D4,Spuntino,Mini panino bianco con bresaola,132.8,pane integrale | bresaola,NO,NO,,NO,12.8,2.3,NO
104,Dicembre,D4,Pranzo,Gnocchi con maiale e cicoria,526.5,gnocchi di patate | filetto di maiale | cicoria,NO,NO,,NO,34.4,7.6,NO
104,Dicembre,D4,Spuntino,Grana e fette biscottate,161.0,Grana Padano o Parmigiano | fette biscottate classiche,NO,SI,grana,NO,9.8,0.5,SI
104,Dicembre,D4,Cena,"Bowl coreana delicata con manzo, riso e broccoli",425.2,broccoli | manzo magro | carciofi,NO,NO,,NO,35.6,10.1,NO
105,Dicembre,D5,Colazione,Yogurt con avena e pera,311.6,yogurt bianco naturale | pera | fiocchi d'avena,NO,NO,,NO,13.2,7.4,NO
105,Dicembre,D5,Spuntino,Yogurt con frutti di bosco e nocciole,238.7,"yogurt bianco naturale | frutti di bosco, anche surgelati | nocciole",NO,NO,,NO,9.2,6.5,NO
105,Dicembre,D5,Pranzo,Noodles di riso con pollo e finocchi,430.7,finocchi | petto di pollo | cavolfiore,NO,NO,,NO,32.6,7.2,NO
105,Dicembre,D5,Spuntino,Yogurt bianco e banana,158.8,yogurt bianco naturale | banana,NO,NO,,NO,6.0,2.3,NO
105,Dicembre,D5,Cena,Polenta con merluzzo e cavolo nero,467.8,cavolo nero | merluzzo | farina di mais per polenta,NO,NO,,NO,33.2,7.7,NO
106,Dicembre,D1,Colazione,"Semolino con castagne, melagrana e semi di zucca",418.8,chicchi di melagrana | semolino di frumento | castagne arrostite,NO,NO,,NO,12.3,7.9,NO
106,Dicembre,D1,Spuntino,Piccola porzione di lupini e frutta,132.7,kiwi | lupini scolati,NO,NO,,NO,9.1,5.0,NO
106,Dicembre,D1,Pranzo,Farro con tonno e radicchio,404.8,radicchio | tonno al naturale sgocciolato | farro secco,NO,NO,,NO,34.5,5.5,NO
106,Dicembre,D1,Spuntino,Feta semplice,198.8,feta,NO,SI,feta,NO,10.5,0.0,SI
106,Dicembre,D1,Cena,Pasta e ceci con zucca,464.1,zucca | ceci cotti e sgocciolati | pasta secca,NO,NO,,NO,16.8,8.8,NO
107,Dicembre,D2,Colazione,"Latte, corn flakes e frutta",386.4,latte parzialmente scremato | banana | fiocchi di mais semplici,NO,NO,,NO,13.3,4.9,NO
107,Dicembre,D2,Pranzo,Sogliola con riso e lattuga,407.4,sogliola | lattuga | riso basmati secco,NO,NO,,NO,38.9,3.1,NO
107,Dicembre,D2,Pasto preturno,Orzo con tacchino e zucca,428.5,zucca | petto di tacchino | orzo perlato secco,NO,NO,,NO,32.9,6.2,NO
107,Dicembre,D2,Spuntino notturno,Kefir e frutta,155.7,kefir naturale | kiwi,NO,NO,,NO,6.6,3.6,NO
107,Dicembre,D2,Spuntino notturno,Avocado al naturale,178.5,avocado fresco,NO,NO,,SI,3.3,2.5,SI
107,Dicembre,D2,Mini-pasto pre-sonno,Latte e gallette di riso,161.7,latte parzialmente scremato | gallette di riso,NO,NO,,NO,8.0,0.7,NO
108,Dicembre,D3,Brunch,Riso basmati con piselli e zucca,430.6,zucca | piselli cotti | riso basmati secco,NO,NO,,NO,13.1,8.4,NO
108,Dicembre,D3,Spuntino,Crackers integrali con hummus e carote,282.8,carote | hummus semplice senza spezie piccanti | crackers integrali,NO,NO,,NO,8.7,8.2,NO
108,Dicembre,D3,Cena,"Brunch completo con farro, manzo e radicchio",687.9,manzo magro | radicchio | farro secco,NO,NO,,NO,50.1,8.3,NO
109,Dicembre,D4,Colazione,"Yogurt, kiwi e noci",258.8,yogurt bianco naturale | kiwi | noci,NO,NO,,NO,9.9,4.4,NO
109,Dicembre,D4,Spuntino,Latte e frutta,151.7,latte parzialmente scremato | mandarini o clementine,NO,NO,,NO,7.0,2.3,NO
109,Dicembre,D4,Pranzo,Couscous con maiale e rape,523.8,rape | filetto di maiale | couscous di semola secco,NO,NO,,NO,37.8,4.7,NO
109,Dicembre,D4,Spuntino,Feta con crackers,220.2,feta | crackers classici,NO,SI,feta,NO,10.9,0.1,SI
109,Dicembre,D4,Cena,Pasta con pollo e broccoli,470.0,broccoli | petto di pollo | pasta secca,NO,NO,,NO,36.0,6.0,NO
110,Dicembre,D5,Colazione,Avocado con crackers abbondanti,286.0,avocado fresco | crackers classici,NO,NO,,SI,5.5,3.2,SI
110,Dicembre,D5,Spuntino,Frutta e nocciole,117.8,mela | nocciole,NO,NO,,NO,1.6,3.9,NO
110,Dicembre,D5,Pranzo,Pasta integrale con lupini e zucca,399.4,zucca | lupini scolati | pasta integrale secca,NO,NO,,NO,20.4,7.6,NO
110,Dicembre,D5,Spuntino,Frutta in porzione piccola,61.0,kiwi,NO,NO,,NO,1.1,3.0,SI
110,Dicembre,D5,Cena,Pollo con patate e spinaci,754.9,patate | spinaci | petto di pollo,NO,NO,,NO,50.4,12.3,NO
111,Dicembre,D1,Colazione,Budino di riso casalingo e frutta,326.4,latte parzialmente scremato | mela | riso basmati secco,NO,NO,,NO,10.9,3.7,NO
111,Dicembre,D1,Spuntino,Mini panino con tacchino a fette,140.0,fesa di tacchino a fette | pane bianco comune,NO,NO,,NO,12.0,0.9,NO
111,Dicembre,D1,Pranzo,Patate con salmone e finocchi,466.9,patate | finocchi | salmone,NO,NO,,NO,24.5,10.0,NO
111,Dicembre,D1,Spuntino,Grana e gallette di riso,157.6,Grana Padano o Parmigiano | gallette di riso,NO,SI,grana,NO,9.4,0.6,SI
111,Dicembre,D1,Cena,Riso con coniglio e rape,529.9,rape | coniglio disossato | riso basmati secco,NO,NO,,NO,34.2,3.8,NO
112,Dicembre,D2,Colazione,Yogurt con cachi e fiocchi di avena,314.8,yogurt bianco naturale | cachi | fiocchi d'avena,NO,NO,,NO,12.7,7.9,NO
112,Dicembre,D2,Pranzo,Pollo con patate e carciofi,435.9,patate | carciofi | petto di pollo,NO,NO,,NO,39.2,12.9,NO
112,Dicembre,D2,Pasto preturno,Salmone con polenta e spinaci,422.7,spinaci | salmone | farina di mais per polenta,NO,NO,,NO,30.0,5.2,NO
112,Dicembre,D2,Spuntino notturno,Kefir con banana e pistacchi,243.5,kefir naturale | banana | pistacchi non salati,NO,NO,,NO,9.5,3.6,NO
112,Dicembre,D2,Spuntino notturno,Mini panino con tacchino e spinaci,177.3,spinaci | pane bianco comune | fesa di tacchino a fette,NO,NO,,NO,13.9,2.8,NO
112,Dicembre,D2,Mini-pasto pre-sonno,Mini panino bianco con bresaola,132.8,pane integrale | bresaola,NO,NO,,NO,12.8,2.3,NO
113,Dicembre,D3,Brunch,Pasta e lenticchie con carote,427.5,carote | lenticchie cotte e sgocciolate | pasta secca,NO,NO,,NO,16.0,11.3,NO
113,Dicembre,D3,Spuntino,Primosale con gallette abbondanti,351.4,formaggio primosale | gallette di riso,NO,SI,primosale,NO,17.2,1.4,SI
113,Dicembre,D3,Cena,"Brunch completo con pane integrale, salmone e radicchio",733.8,salmone | pane integrale | radicchio,NO,NO,,NO,44.3,10.2,NO
114,Dicembre,D4,Colazione,Kefir con fette classiche e confettura,390.6,kefir naturale | chicchi di melagrana | fette biscottate classiche,NO,NO,,NO,12.6,6.0,NO
114,Dicembre,D4,Spuntino,Avocado e crackers,200.0,avocado fresco | crackers classici,NO,NO,,SI,3.8,2.6,SI
114,Dicembre,D4,Pranzo,Pane integrale con pollo e zucca arrosto,432.2,zucca | petto di pollo | pane integrale,NO,NO,,NO,32.8,6.7,NO
114,Dicembre,D4,Spuntino,Mandarini e pistacchi,146.9,mandarini o clementine | pistacchi non salati,NO,NO,,NO,3.6,3.9,SI
114,Dicembre,D4,Cena,Coniglio con riso basmati e finocchi,481.0,finocchi | coniglio disossato | riso basmati secco,NO,NO,,NO,33.5,5.5,NO
115,Dicembre,D5,Colazione,"Latte, corn flakes e frutta",386.4,latte parzialmente scremato | banana | fiocchi di mais semplici,NO,NO,,NO,13.3,4.9,NO
115,Dicembre,D5,Spuntino,Banana e latte,171.8,latte parzialmente scremato | banana,NO,NO,,NO,7.0,2.6,NO
115,Dicembre,D5,Pranzo,Riso e fave con carciofi,428.3,carciofi | fave cotte | riso basmati secco,NO,NO,,NO,14.6,10.7,NO
