start_global_day,end_global_day,start_month,end_month,egg_equivalent_units,egg_limit,dairy_meals,dairy_limit,pasta_rice_primary_meals,pasta_primary_meals,rice_primary_meals,pasta_rice_min,plant_protein_main_meals,plant_protein_min,hard_ok,hard_failures,protein_concentration_warnings,ingredient_concentration_warnings,pasta_rice_balance_warnings
89,95,Novembre,Dicembre,20.6,6.0,9,4,7,1,6,5,0,3,no,"[""egg_equivalent"", ""cheese_dairy_window"", ""plant_protein_main""]","[{""count"": 7, ""group"": ""poultry"", ""share"": 0.5385}]","[{""distinct_days"": 3, ""ingredient_code"": ""albume"", ""meal_count"": 5}, {""distinct_days"": 4, ""ingredient_code"": ""latte_ps"", ""meal_count"": 7}, {""distinct_days"": 5, ""ingredient_code"": ""pane_bianco"", ""meal_count"": 9}, {""distinct_days"": 4, ""ingredient_code"": ""uovo"", ""meal_count"": 5}]","[{""minimum"": 2, ""observed"": 1, ""source"": ""pasta""}]"
90,96,Novembre,Dicembre,20.6,6.0,7,4,6,1,5,5,0,3,no,"[""egg_equivalent"", ""cheese_dairy_window"", ""plant_protein_main""]",[],"[{""distinct_days"": 3, ""ingredient_code"": ""albume"", ""meal_count"": 5}, {""distinct_days"": 5, ""ingredient_code"": ""banana"", ""meal_count"": 5}, {""distinct_days"": 3, ""ingredient_code"": ""latte_ps"", ""meal_count"": 6}, {""distinct_days"": 5, ""ingredient_code"": ""pane_bianco"", ""meal_count"": 9}, {""distinct_days"": 5, ""ingredient_code"": ""patata"", ""meal_count"": 5}, {""distinct_days"": 4, ""ingredient_code"": ""uovo"", ""meal_count"": 5}]","[{""minimum"": 2, ""observed"": 1, ""source"": ""pasta""}]"
91,97,Dicembre,Dicembre,20.6,6.0,10,4,7,1,6,5,0,3,no,"[""egg_equivalent"", ""cheese_dairy_window"", ""plant_protein_main""]",[],"[{""distinct_days"": 3, ""ingredient_code"": ""albume"", ""meal_count"": 5}, {""distinct_days"": 5, ""ingredient_code"": ""banana"", ""meal_count"": 5}, {""distinct_days"": 3, ""ingredient_code"": ""latte_ps"", ""meal_count"": 5}, {""distinct_days"": 5, ""ingredient_code"": ""pane_bianco"", ""meal_count"": 9}, {""distinct_days"": 5, ""ingredient_code"": ""patata"", ""meal_count"": 5}, {""distinct_days"": 4, ""ingredient_code"": ""uovo"", ""meal_count"": 5}]","[{""minimum"": 2, ""observed"": 1, ""source"": ""pasta""}]"
92,98,Dicembre,Dicembre,17.0,6.0,10,4,7,1,6,5,0,3,no,"[""egg_equivalent"", ""cheese_dairy_window"", ""plant_protein_main""]","[{""count"": 7, ""group"": ""poultry"", ""share"": 0.5}]","[{""distinct_days"": 3, ""ingredient_code"": ""albume"", ""meal_count"": 5}, {""distinct_days"": 5, ""ingredient_code"": ""banana"", ""meal_count"": 5}, {""distinct_days"": 5, ""ingredient_code"": ""pane_bianco"", ""meal_count"": 9}]","[{""minimum"": 2, ""observed"": 1, ""source"": ""pasta""}]"
93,99,Dicembre,Dicembre,22.6,6.0,9,4,7,1,6,5,0,3,no,"[""egg_equivalent"", ""cheese_dairy_window"", ""plant_protein_main""]","[{""count"": 6, ""group"": ""poultry"", ""share"": 0.4286}]","[{""distinct_days"": 4, ""ingredient_code"": ""albume"", ""meal_count"": 6}, {""distinct_days"": 6, ""ingredient_code"": ""pane_bianco"", ""meal_count"": 12}, {""distinct_days"": 5, ""ingredient_code"": ""patata"", ""meal_count"": 5}, {""distinct_days"": 4, ""ingredient_code"": ""uovo"", ""meal_count"": 7}]","[{""minimum"": 2, ""observed"": 1, ""source"": ""pasta""}]"
94,100,Dicembre,Dicembre,17.4,6.0,10,4,6,1,5,5,0,3,no,"[""egg_equivalent"", ""cheese_dairy_window"", ""plant_protein_main""]","[{""count"": 7, ""group"": ""poultry"", ""share"": 0.5385}]","[{""distinct_days"": 4, ""ingredient_code"": ""albume"", ""meal_count"": 5}, {""distinct_days"": 6, ""ingredient_code"": ""pane_bianco"", ""meal_count"": 11}, {""distinct_days"": 5, ""ingredient_code"": ""patata"", ""meal_count"": 5}, {""distinct_days"": 3, ""ingredient_code"": ""uovo"", ""meal_count"": 6}]","[{""minimum"": 2, ""observed"": 1, ""source"": ""pasta""}]"
95,101,Dicembre,Dicembre,14.4,6.0,10,4,6,0,6,5,0,3,no,"[""egg_equivalent"", ""cheese_dairy_window"", ""plant_protein_main""]","[{""count"": 6, ""group"": ""poultry"", ""share"": 0.4615}]","[{""distinct_days"": 5, ""ingredient_code"": ""cavolfiore"", ""meal_count"": 5}, {""distinct_days"": 6, ""ingredient_code"": ""pane_bianco"", ""meal_count"": 10}, {""distinct_days"": 5, ""ingredient_code"": ""patata"", ""meal_count"": 5}, {""distinct_days"": 3, ""ingredient_code"": ""spinaci"", ""meal_count"": 5}, {""distinct_days"": 3, ""ingredient_code"": ""uovo"", ""meal_count"": 5}]","[{""minimum"": 2, ""observed"": 0, ""source"": ""pasta""}]"
96,102,Dicembre,Dicembre,13.4,6.0,12,4,6,0,6,5,0,3,no,"[""egg_equivalent"", ""cheese_dairy_window"", ""plant_protein_main""]",[],"[{""distinct_days"": 5, ""ingredient_code"": ""cavolfiore"", ""meal_count"": 5}, {""distinct_days"": 4, ""ingredient_code"": ""gallette_riso"", ""meal_count"": 5}, {""distinct_days"": 6, ""ingredient_code"": ""pane_bianco"", ""meal_count"": 9}, {""distinct_days"": 3, ""ingredient_code"": ""spinaci"", ""meal_count"": 5}, {""distinct_days"": 3, ""ingredient_code"": ""uovo"", ""meal_count"": 5}]","[{""minimum"": 2, ""observed"": 0, ""source"": ""pasta""}]"
97,103,Dicembre,Dicembre,13.4,6.0,12,4,6,0,6,5,0,3,no,"[""egg_equivalent"", ""cheese_dairy_window"", ""plant_protein_main""]","[{""count"": 6, ""group"": ""poultry"", ""share"": 0.4615}]","[{""distinct_days"": 4, ""ingredient_code"": ""gallette_riso"", ""meal_count"": 5}, {""distinct_days"": 7, ""ingredient_code"": ""pane_bianco"", ""meal_count"": 10}, {""distinct_days"": 3, ""ingredient_code"": ""spinaci"", ""meal_count"": 5}, {""distinct_days"": 3, ""ingredient_code"": ""uovo"", ""meal_count"": 5}]","[{""minimum"": 2, ""observed"": 0, ""source"": ""pasta""}]"
98,104,Dicembre,Dicembre,13.4,6.0,11,4,6,0,6,5,0,3,no,"[""egg_equivalent"", ""cheese_dairy_window"", ""plant_protein_main""]","[{""count"": 6, ""group"": ""poultry"", ""share"": 0.4615}]","[{""distinct_days"": 7, ""ingredient_code"": ""pane_bianco"", ""meal_count"": 10}, {""distinct_days"": 4, ""ingredient_code"": ""spinaci"", ""meal_count"": 6}, {""distinct_days"": 3, ""ingredient_code"": ""uovo"", ""meal_count"": 5}]","[{""minimum"": 2, ""observed"": 0, ""source"": ""pasta""}]"
99,105,Dicembre,Dicembre,10.2,6.0,13,4,7,0,7,5,0,3,no,"[""egg_equivalent"", ""cheese_dairy_window"", ""plant_protein_main""]","[{""count"": 6, ""group"": ""poultry"", ""share"": 0.4615}]","[{""distinct_days"": 3, ""ingredient_code"": ""mandarino"", ""meal_count"": 5}, {""distinct_days"": 6, ""ingredient_code"": ""pane_bianco"", ""meal_count"": 9}, {""distinct_days"": 4, ""ingredient_code"": ""spinaci"", ""meal_count"": 6}, {""distinct_days"": 3, ""ingredient_code"": ""uovo"", ""meal_count"": 5}]","[{""minimum"": 2, ""observed"": 0, ""source"": ""pasta""}]"
100,106,Dicembre,Dicembre,4.6,6.0,15,4,8,0,8,5,1,3,no,"[""cheese_dairy_window"", ""plant_protein_main""]","[{""count"": 7, ""group"": ""poultry"", ""share"": 0.5385}]","[{""distinct_days"": 3, ""ingredient_code"": ""grana"", ""meal_count"": 5}, {""distinct_days"": 4, ""ingredient_code"": ""mandarino"", ""meal_count"": 7}, {""distinct_days"": 6, ""ingredient_code"": ""pane_bianco"", ""meal_count"": 8}, {""distinct_days"": 4, ""ingredient_code"": ""spinaci"", ""meal_count"": 6}, {""distinct_days"": 5, ""ingredient_code"": ""tacchino"", ""meal_count"": 5}]","[{""minimum"": 2, ""observed"": 0, ""source"": ""pasta""}]"
101,107,Dicembre,Dicembre,3.0,6.0,17,4,10,1,9,5,1,3,no,"[""cheese_dairy_window"", ""plant_protein_main""]","[{""count"": 6, ""group"": ""poultry"", ""share"": 0.4286}]","[{""distinct_days"": 4, ""ingredient_code"": ""grana"", ""meal_count"": 7}, {""distinct_days"": 4, ""ingredient_code"": ""mandarino"", ""meal_count"": 7}, {""distinct_days"": 5, ""ingredient_code"": ""pane_bianco"", ""meal_count"": 7}, {""distinct_days"": 4, ""ingredient_code"": ""primosale"", ""meal_count"": 5}, {""distinct_days"": 5, ""ingredient_code"": ""spinaci"", ""meal_count"": 7}]","[{""minimum"": 2, ""observed"": 1, ""source"": ""pasta""}]"
102,108,Dicembre,Dicembre,2.6,6.0,17,4,10,1,9,5,1,3,no,"[""cheese_dairy_window"", ""plant_protein_main""]","[{""count"": 8, ""group"": ""poultry"", ""share"": 0.5714}]","[{""distinct_days"": 3, ""ingredient_code"": ""grana"", ""meal_count"": 6}, {""distinct_days"": 3, ""ingredient_code"": ""mandarino"", ""meal_count"": 6}, {""distinct_days"": 5, ""ingredient_code"": ""pane_bianco"", ""meal_count"": 6}, {""distinct_days"": 4, ""ingredient_code"": ""primosale"", ""meal_count"": 5}, {""distinct_days"": 4, ""ingredient_code"": ""spinaci"", ""meal_count"": 5}]","[{""minimum"": 2, ""observed"": 1, ""source"": ""pasta""}]"
103,109,Dicembre,Dicembre,3.2,6.0,17,4,9,1,8,5,1,3,no,"[""cheese_dairy_window"", ""plant_protein_main""]","[{""count"": 9, ""group"": ""poultry"", ""share"": 0.6429}]","[{""distinct_days"": 3, ""ingredient_code"": ""grana"", ""meal_count"": 6}, {""distinct_days"": 3, ""ingredient_code"": ""mandarino"", ""meal_count"": 6}, {""distinct_days"": 5, ""ingredient_code"": ""pane_bianco"", ""meal_count"": 6}, {""distinct_days"": 4, ""ingredient_code"": ""pollo"", ""meal_count"": 5}]","[{""minimum"": 2, ""observed"": 1, ""source"": ""pasta""}]"
104,110,Dicembre,Dicembre,3.2,6.0,17,4,8,1,7,5,1,3,no,"[""cheese_dairy_window"", ""plant_protein_main""]","[{""count"": 7, ""group"": ""poultry"", ""share"": 0.5385}]","[{""distinct_days"": 3, ""ingredient_code"": ""grana"", ""meal_count"": 6}, {""distinct_days"": 5, ""ingredient_code"": ""pane_bianco"", ""meal_count"": 6}]","[{""minimum"": 2, ""observed"": 1, ""source"": ""pasta""}]"
105,111,Dicembre,Dicembre,8.4,6.0,18,4,8,1,7,5,1,3,no,"[""egg_equivalent"", ""cheese_dairy_window"", ""plant_protein_main""]","[{""count"": 7, ""group"": ""poultry"", ""share"": 0.5385}]","[{""distinct_days"": 3, ""ingredient_code"": ""carota"", ""meal_count"": 5}, {""distinct_days"": 4, ""ingredient_code"": ""grana"", ""meal_count"": 8}, {""distinct_days"": 3, ""ingredient_code"": ""mandarino"", ""meal_count"": 6}, {""distinct_days"": 5, ""ingredient_code"": ""pane_bianco"", ""meal_count"": 6}]","[{""minimum"": 2, ""observed"": 1, ""source"": ""pasta""}]"
106,112,Dicembre,Dicembre,12.0,6.0,17,4,6,1,5,5,1,3,no,"[""egg_equivalent"", ""cheese_dairy_window"", ""plant_protein_main""]",[],"[{""distinct_days"": 3, ""ingredient_code"": ""grana"", ""meal_count"": 6}, {""distinct_days"": 6, ""ingredient_code"": ""pane_bianco"", ""meal_count"": 8}]","[{""minimum"": 2, ""observed"": 1, ""source"": ""pasta""}]"
107,113,Dicembre,Dicembre,18.4,6.0,15,4,6,1,5,5,0,3,no,"[""egg_equivalent"", ""cheese_dairy_window"", ""plant_protein_main""]",[],"[{""distinct_days"": 5, ""ingredient_code"": ""albume"", ""meal_count"": 6}, {""distinct_days"": 4, ""ingredient_code"": ""banana"", ""meal_count"": 5}, {""distinct_days"": 3, ""ingredient_code"": ""carota"", ""meal_count"": 5}, {""distinct_days"": 3, ""ingredient_code"": ""grana"", ""meal_count"": 5}, {""distinct_days"": 4, ""ingredient_code"": ""latte_ps"", ""meal_count"": 5}, {""distinct_days"": 6, ""ingredient_code"": ""pane_bianco"", ""meal_count"": 7}]","[{""minimum"": 2, ""observed"": 1, ""source"": ""pasta""}]"
108,114,Dicembre,Dicembre,20.4,6.0,14,4,4,0,4,5,0,3,no,"[""egg_equivalent"", ""cheese_dairy_window"", ""pasta_rice"", ""plant_protein_main""]",[],"[{""distinct_days"": 5, ""ingredient_code"": ""albume"", ""meal_count"": 6}, {""distinct_days"": 3, ""ingredient_code"": ""carota"", ""meal_count"": 5}, {""distinct_days"": 7, ""ingredient_code"": ""pane_bianco"", ""meal_count"": 8}]","[{""minimum"": 2, ""observed"": 0, ""source"": ""pasta""}]"
109,115,Dicembre,Dicembre,24.4,6.0,14,4,4,0,4,5,0,3,no,"[""egg_equivalent"", ""cheese_dairy_window"", ""pasta_rice"", ""plant_protein_main""]",[],"[{""distinct_days"": 5, ""ingredient_code"": ""albume"", ""meal_count"": 6}, {""distinct_days"": 3, ""ingredient_code"": ""carota"", ""meal_count"": 5}, {""distinct_days"": 4, ""ingredient_code"": ""crackers"", ""meal_count"": 5}, {""distinct_days"": 5, ""ingredient_code"": ""latte_ps"", ""meal_count"": 5}, {""distinct_days"": 7, ""ingredient_code"": ""pane_bianco"", ""meal_count"": 8}, {""distinct_days"": 4, ""ingredient_code"": ""uovo"", ""meal_count"": 6}]","[{""minimum"": 2, ""observed"": 0, ""source"": ""pasta""}]"
110,116,Dicembre,Dicembre,27.0,6.0,13,4,5,0,5,5,0,3,no,"[""egg_equivalent"", ""cheese_dairy_window"", ""plant_protein_main""]",[],"[{""distinct_days"": 5, ""ingredient_code"": ""albume"", ""meal_count"": 6}, {""distinct_days"": 5, ""ingredient_code"": ""latte_ps"", ""meal_count"": 5}, {""distinct_days"": 7, ""ingredient_code"": ""pane_bianco"", ""meal_count"": 8}, {""distinct_days"": 5, ""ingredient_code"": ""patata"", ""meal_count"": 5}, {""distinct_days"": 5, ""ingredient_code"": ""uovo"", ""meal_count"": 7}]","[{""minimum"": 2, ""observed"": 0, ""source"": ""pasta""}]"
111,117,Dicembre,Dicembre,32.6,6.0,17,4,5,0,5,5,0,3,no,"[""egg_equivalent"", ""cheese_dairy_window"", ""plant_protein_main""]","[{""count"": 6, ""group"": ""eggs"", ""share"": 0.4286}]","[{""distinct_days"": 6, ""ingredient_code"": ""albume"", ""meal_count"": 7}, {""distinct_days"": 4, ""ingredient_code"": ""carota"", ""meal_count"": 5}, {""distinct_days"": 5, ""ingredient_code"": ""latte_ps"", ""meal_count"": 5}, {""distinct_days"": 7, ""ingredient_code"": ""pane_bianco"", ""meal_count"": 9}, {""distinct_days"": 6, ""ingredient_code"": ""patata"", ""meal_count"": 6}, {""distinct_days"": 6, ""ingredient_code"": ""uovo"", ""meal_count"": 9}]","[{""minimum"": 2, ""observed"": 0, ""source"": ""pasta""}]"
112,118,Dicembre,Dicembre,29.6,6.0,14,4,5,0,5,5,0,3,no,"[""egg_equivalent"", ""cheese_dairy_window"", ""plant_protein_main""]",[],"[{""distinct_days"": 6, ""ingredient_code"": ""albume"", ""meal_count"": 7}, {""distinct_days"": 4, ""ingredient_code"": ""carota"", ""meal_count"": 5}, {""distinct_days"": 7, ""ingredient_code"": ""pane_bianco"", ""meal_count"": 9}, {""distinct_days"": 6, ""ingredient_code"": ""patata"", ""meal_count"": 6}, {""distinct_days"": 6, ""ingredient_code"": ""uovo"", ""meal_count"": 9}]","[{""minimum"": 2, ""observed"": 0, ""source"": ""pasta""}]"
113,119,Dicembre,Dicembre,26.0,6.0,16,4,6,0,6,5,0,3,no,"[""egg_equivalent"", ""cheese_dairy_window"", ""plant_protein_main""]","[{""count"": 6, ""group"": ""poultry"", ""share"": 0.4286}]","[{""distinct_days"": 5, ""ingredient_code"": ""albume"", ""meal_count"": 6}, {""distinct_days"": 4, ""ingredient_code"": ""carota"", ""meal_count"": 5}, {""distinct_days"": 7, ""ingredient_code"": ""pane_bianco"", ""meal_count"": 8}, {""distinct_days"": 5, ""ingredient_code"": ""patata"", ""meal_count"": 5}, {""distinct_days"": 3, ""ingredient_code"": ""primosale"", ""meal_count"": 5}, {""distinct_days"": 5, ""ingredient_code"": ""ricotta"", ""meal_count"": 5}, {""distinct_days"": 5, ""ingredient_code"": ""uovo"", ""meal_count"": 8}]","[{""minimum"": 2, ""observed"": 0, ""source"": ""pasta""}]"
114,120,Dicembre,Dicembre,21.2,6.0,17,4,5,0,5,5,0,3,no,"[""egg_equivalent"", ""cheese_dairy_window"", ""plant_protein_main""]","[{""count"": 6, ""group"": ""poultry"", ""share"": 0.4615}]","[{""distinct_days"": 5, ""ingredient_code"": ""albume"", ""meal_count"": 5}, {""distinct_days"": 7, ""ingredient_code"": ""pane_bianco"", ""meal_count"": 8}, {""distinct_days"": 5, ""ingredient_code"": ""patata"", ""meal_count"": 5}, {""distinct_days"": 4, ""ingredient_code"": ""pera"", ""meal_count"": 5}, {""distinct_days"": 6, ""ingredient_code"": ""ricotta"", ""meal_count"": 7}, {""distinct_days"": 5, ""ingredient_code"": ""uovo"", ""meal_count"": 8}]","[{""minimum"": 2, ""observed"": 0, ""source"": ""pasta""}]"
115,121,Dicembre,Gennaio,25.4,6.0,18,4,6,0,6,5,0,3,no,"[""egg_equivalent"", ""cheese_dairy_window"", ""plant_protein_main""]","[{""count"": 6, ""group"": ""poultry"", ""share"": 0.4615}]","[{""distinct_days"": 6, ""ingredient_code"": ""albume"", ""meal_count"": 7}, {""distinct_days"": 7, ""ingredient_code"": ""pane_bianco"", ""meal_count"": 10}, {""distinct_days"": 5, ""ingredient_code"": ""patata"", ""meal_count"": 5}, {""distinct_days"": 4, ""ingredient_code"": ""pera"", ""meal_count"": 5}, {""distinct_days"": 5, ""ingredient_code"": ""ricotta"", ""meal_count"": 6}, {""distinct_days"": 5, ""ingredient_code"": ""uovo"", ""meal_count"": 9}]","[{""minimum"": 2, ""observed"": 0, ""source"": ""pasta""}]"
116,122,Dicembre,Gennaio,19.8,6.0,19,4,5,0,5,5,0,3,no,"[""egg_equivalent"", ""cheese_dairy_window"", ""plant_protein_main""]",[],"[{""distinct_days"": 5, ""ingredient_code"": ""albume"", ""meal_count"": 6}, {""distinct_days"": 7, ""ingredient_code"": ""pane_bianco"", ""meal_count"": 12}, {""distinct_days"": 5, ""ingredient_code"": ""pera"", ""meal_count"": 6}, {""distinct_days"": 5, ""ingredient_code"": ""ricotta"", ""meal_count"": 6}, {""distinct_days"": 4, ""ingredient_code"": ""uovo"", ""meal_count"": 6}]","[{""minimum"": 2, ""observed"": 0, ""source"": ""pasta""}]"
117,123,Dicembre,Gennaio,22.4,6.0,18,4,5,0,5,5,0,3,no,"[""egg_equivalent"", ""cheese_dairy_window"", ""plant_protein_main""]",[],"[{""distinct_days"": 5, ""ingredient_code"": ""albume"", ""meal_count"": 6}, {""distinct_days"": 7, ""ingredient_code"": ""pane_bianco"", ""meal_count"": 12}, {""distinct_days"": 5, ""ingredient_code"": ""pera"", ""meal_count"": 6}, {""distinct_days"": 3, ""ingredient_code"": ""primosale"", ""meal_count"": 5}, {""distinct_days"": 4, ""ingredient_code"": ""ricotta"", ""meal_count"": 5}, {""distinct_days"": 4, ""ingredient_code"": ""uovo"", ""meal_count"": 6}]","[{""minimum"": 2, ""observed"": 0, ""source"": ""pasta""}]"
118,124,Dicembre,Gennaio,17.4,6.0,16,4,6,1,5,5,0,3,no,"[""egg_equivalent"", ""cheese_dairy_window"", ""plant_protein_main""]",[],"[{""distinct_days"": 4, ""ingredient_code"": ""albume"", ""meal_count"": 5}, {""distinct_days"": 7, ""ingredient_code"": ""pane_bianco"", ""meal_count"": 11}, {""distinct_days"": 4, ""ingredient_code"": ""ricotta"", ""meal_count"": 5}, {""distinct_days"": 4, ""ingredient_code"": ""uovo"", ""meal_count"": 5}]","[{""minimum"": 2, ""observed"": 1, ""source"": ""pasta""}]"
119,125,Dicembre,Gennaio,15.2,6.0,19,4,6,1,5,5,0,3,no,"[""egg_equivalent"", ""cheese_dairy_window"", ""plant_protein_main""]",[],"[{""distinct_days"": 6, ""ingredient_code"": ""pane_bianco"", ""meal_count"": 10}, {""distinct_days"": 5, ""ingredient_code"": ""ricotta"", ""meal_count"": 6}]","[{""minimum"": 2, ""observed"": 1, ""source"": ""pasta""}]"
120,126,Dicembre,Gennaio,15.2,6.0,16,4,7,1,6,5,0,3,no,"[""egg_equivalent"", ""cheese_dairy_window"", ""plant_protein_main""]",[],"[{""distinct_days"": 5, ""ingredient_code"": ""pane_bianco"", ""meal_count"": 9}, {""distinct_days"": 4, ""ingredient_code"": ""ricotta"", ""meal_count"": 5}]","[{""minimum"": 2, ""observed"": 1, ""source"": ""pasta""}]"
121,127,Gennaio,Gennaio,13.6,6.0,15,4,6,1,5,5,0,3,no,"[""egg_equivalent"", ""cheese_dairy_window"", ""plant_protein_main""]",[],"[{""distinct_days"": 5, ""ingredient_code"": ""pane_bianco"", ""meal_count"": 10}]","[{""minimum"": 2, ""observed"": 1, ""source"": ""pasta""}]"
122,128,Gennaio,Gennaio,9.0,6.0,14,4,5,1,4,5,0,3,no,"[""egg_equivalent"", ""cheese_dairy_window"", ""plant_protein_main""]",[],"[{""distinct_days"": 5, ""ingredient_code"": ""banana"", ""meal_count"": 5}, {""distinct_days"": 5, ""ingredient_code"": ""pane_bianco"", ""meal_count"": 8}]","[{""minimum"": 2, ""observed"": 1, ""source"": ""pasta""}]"
123,129,Gennaio,Gennaio,14.6,6.0,12,4,6,1,5,5,0,3,no,"[""egg_equivalent"", ""cheese_dairy_window"", ""plant_protein_main""]","[{""count"": 6, ""group"": ""poultry"", ""share"": 0.4615}]","[{""distinct_days"": 5, ""ingredient_code"": ""banana"", ""meal_count"": 5}, {""distinct_days"": 5, ""ingredient_code"": ""pane_bianco"", ""meal_count"": 7}]","[{""minimum"": 2, ""observed"": 1, ""source"": ""pasta""}]"
124,130,Gennaio,Gennaio,9.4,6.0,12,4,5,1,4,5,0,3,no,"[""egg_equivalent"", ""cheese_dairy_window"", ""plant_protein_main""]","[{""count"": 6, ""group"": ""poultry"", ""share"": 0.5}]","[{""distinct_days"": 6, ""ingredient_code"": ""banana"", ""meal_count"": 7}, {""distinct_days"": 5, ""ingredient_code"": ""pane_bianco"", ""meal_count"": 7}]","[{""minimum"": 2, ""observed"": 1, ""source"": ""pasta""}]"
125,131,Gennaio,Gennaio,10.8,6.0,13,4,6,0,6,5,0,3,no,"[""egg_equivalent"", ""cheese_dairy_window"", ""plant_protein_main""]","[{""count"": 5, ""group"": ""poultry"", ""share"": 0.4167}]","[{""distinct_days"": 5, ""ingredient_code"": ""banana"", ""meal_count"": 6}, {""distinct_days"": 3, ""ingredient_code"": ""crackers"", ""meal_count"": 6}, {""distinct_days"": 4, ""ingredient_code"": ""pane_bianco"", ""meal_count"": 6}, {""distinct_days"": 5, ""ingredient_code"": ""sedano_rapa"", ""meal_count"": 5}]","[{""minimum"": 2, ""observed"": 0, ""source"": ""pasta""}]"
126,132,Gennaio,Gennaio,12.8,6.0,11,4,6,0,6,5,0,3,no,"[""egg_equivalent"", ""cheese_dairy_window"", ""plant_protein_main""]","[{""count"": 5, ""group"": ""poultry"", ""share"": 0.4167}]","[{""distinct_days"": 5, ""ingredient_code"": ""banana"", ""meal_count"": 6}, {""distinct_days"": 5, ""ingredient_code"": ""pane_bianco"", ""meal_count"": 8}, {""distinct_days"": 5, ""ingredient_code"": ""sedano_rapa"", ""meal_count"": 5}]","[{""minimum"": 2, ""observed"": 0, ""source"": ""pasta""}]"
127,133,Gennaio,Gennaio,14.4,6.0,10,4,4,0,4,5,0,3,no,"[""egg_equivalent"", ""cheese_dairy_window"", ""pasta_rice"", ""plant_protein_main""]","[{""count"": 5, ""group"": ""poultry"", ""share"": 0.4167}]","[{""distinct_days"": 5, ""ingredient_code"": ""albume"", ""meal_count"": 5}, {""distinct_days"": 4, ""ingredient_code"": ""banana"", ""meal_count"": 5}, {""distinct_days"": 6, ""ingredient_code"": ""pane_bianco"", ""meal_count"": 9}]","[{""minimum"": 2, ""observed"": 0, ""source"": ""pasta""}]"
128,134,Gennaio,Gennaio,14.4,6.0,12,4,4,0,4,5,0,3,no,"[""egg_equivalent"", ""cheese_dairy_window"", ""pasta_rice"", ""plant_protein_main""]","[{""count"": 5, ""group"": ""poultry"", ""share"": 0.4167}]","[{""distinct_days"": 5, ""ingredient_code"": ""albume"", ""meal_count"": 5}, {""distinct_days"": 4, ""ingredient_code"": ""banana"", ""meal_count"": 5}, {""distinct_days"": 4, ""ingredient_code"": ""bietola"", ""meal_count"": 5}, {""distinct_days"": 5, ""ingredient_code"": ""pane_bianco"", ""meal_count"": 7}, {""distinct_days"": 5, ""ingredient_code"": ""patata"", ""meal_count"": 5}]","[{""minimum"": 2, ""observed"": 0, ""source"": ""pasta""}]"
129,135,Gennaio,Gennaio,12.8,6.0,13,4,5,0,5,5,0,3,no,"[""egg_equivalent"", ""cheese_dairy_window"", ""plant_protein_main""]",[],"[{""distinct_days"": 4, ""ingredient_code"": ""bietola"", ""meal_count"": 5}, {""distinct_days"": 5, ""ingredient_code"": ""pane_bianco"", ""meal_count"": 7}, {""distinct_days"": 5, ""ingredient_code"": ""patata"", ""meal_count"": 5}]","[{""minimum"": 2, ""observed"": 0, ""source"": ""pasta""}]"
130,136,Gennaio,Gennaio,11.4,6.0,14,4,5,0,5,5,0,3,no,"[""egg_equivalent"", ""cheese_dairy_window"", ""plant_protein_main""]",[],"[{""distinct_days"": 4, ""ingredient_code"": ""bietola"", ""meal_count"": 5}, {""distinct_days"": 4, ""ingredient_code"": ""latte_ps"", ""meal_count"": 5}, {""distinct_days"": 5, ""ingredient_code"": ""pane_bianco"", ""meal_count"": 6}, {""distinct_days"": 5, ""ingredient_code"": ""patata"", ""meal_count"": 5}]","[{""minimum"": 2, ""observed"": 0, ""source"": ""pasta""}]"
131,137,Gennaio,Gennaio,11.8,6.0,16,4,7,1,6,5,0,3,no,"[""egg_equivalent"", ""cheese_dairy_window"", ""plant_protein_main""]","[{""count"": 6, ""group"": ""fish"", ""share"": 0.4286}]","[{""distinct_days"": 5, ""ingredient_code"": ""bietola"", ""meal_count"": 6}, {""distinct_days"": 5, ""ingredient_code"": ""grana"", ""meal_count"": 6}, {""distinct_days"": 5, ""ingredient_code"": ""pane_bianco"", ""meal_count"": 6}]","[{""minimum"": 2, ""observed"": 1, ""source"": ""pasta""}]"
132,138,Gennaio,Gennaio,15.4,6.0,13,4,5,1,4,5,0,3,no,"[""egg_equivalent"", ""cheese_dairy_window"", ""plant_protein_main""]","[{""count"": 6, ""group"": ""fish"", ""share"": 0.4286}]","[{""distinct_days"": 4, ""ingredient_code"": ""bietola"", ""meal_count"": 5}, {""distinct_days"": 4, ""ingredient_code"": ""grana"", ""meal_count"": 5}, {""distinct_days"": 6, ""ingredient_code"": ""pane_bianco"", ""meal_count"": 8}, {""distinct_days"": 5, ""ingredient_code"": ""patata"", ""meal_count"": 5}, {""distinct_days"": 4, ""ingredient_code"": ""uovo"", ""meal_count"": 5}]","[{""minimum"": 2, ""observed"": 1, ""source"": ""pasta""}]"
133,139,Gennaio,Gennaio,13.4,6.0,14,4,5,1,4,5,0,3,no,"[""egg_equivalent"", ""cheese_dairy_window"", ""plant_protein_main""]",[],"[{""distinct_days"": 4, ""ingredient_code"": ""latte_ps"", ""meal_count"": 5}, {""distinct_days"": 5, ""ingredient_code"": ""pane_bianco"", ""meal_count"": 6}, {""distinct_days"": 5, ""ingredient_code"": ""patata"", ""meal_count"": 5}]","[{""minimum"": 2, ""observed"": 1, ""source"": ""pasta""}]"
